title,people,genre,release_date
Superman Returns,"actor: Brandon Routh, actor: David Fabrizio, actor: Eva Marie Saint, actor: Frank Langella, actor: Ian Roberts, actor: Jack Larson, actor: James Marsden, actor: Jordana Beatty, actor: Kal Penn, actor: Kate Bosworth, actor: Keegan Joyce, actor: Kevin Spacey, actor: Marlon Brando, actor: Noel Neill, actor: Parker Posey, actor: Sam Huntington, actor: Tristan Lake Leabu, actor: Vincent Stone, composer: John Ottman, director: Bryan Singer, director: Newton Thomas Sigel","{'genres: Action', 'genres: Science Fiction', 'genres: Fantasy', 'genres: Adventure'}",2006-06-28
Quantum of Solace,"actor: Aaron King, actor: Alexandra Prusa, actor: Alexandre Krawetz, actor: Anatole Taubman, actor: Brandon Jovanovich, actor: Brendan O'Hea, actor: Daniel Craig, actor: David Decio, actor: David Harbour, actor: Fernando Guillén Cuervo, actor: Gemma Arterton, actor: Giancarlo Giannini, actor: Glenn Foster, actor: Gustavo Nanez, actor: Jeffrey Wright, actor: Jesper Christensen, actor: Jesús Ochoa, actor: Joaquín Cosio, actor: Judi Dench, actor: Lucrezia Lante della Rovere, actor: Mark Wakeling, actor: Mathieu Amalric, actor: Neil Jackson, actor: Olga Kurylenko, actor: Oona Chaplin, actor: Paul Ritter, actor: Rachel McDowall, actor: Rory Kinnear, actor: Sarah Hadland, actor: Simon Kassianides, actor: Stana Katic, actor: Tim Pigott-Smith, director: Marc Forster, director: Roberto Schaefer","{'genres: Thriller', 'genres: Action', 'genres: Crime', 'genres: Adventure'}",2008-10-30
Pirates of the Caribbean: Dead Man's Chest,"actor: Alex Norton, actor: Andy Beckwith, actor: Bill Nighy, actor: Christopher Adamson, actor: Christopher S. Capp, actor: Clive Ashborn, actor: David Bailie, actor: David Schofield, actor: Dermot Keaney, actor: Geoffrey Rush, actor: Ho-Kwan Tse, actor: Jack Davenport, actor: John Boswall, actor: Johnny Depp, actor: Jonathan Kite, actor: Jonathan Linsley, actor: Jonathan Pryce, actor: Keira Knightley, actor: Kevin McNally, actor: Lauren Maher, actor: Lee Arenberg, actor: Luke de Woolfson, actor: Mackenzie Crook, actor: Martin Klebba, actor: Max Baker, actor: Naomie Harris, actor: Orlando Bloom, actor: Peter Donald Badalamenti II, actor: Reggie Lee, actor: Stellan Skarsgård, actor: Steve Speirs, actor: Tom Hollander, actor: Vanessa Branch, composer: Hans Zimmer, director: Dariusz Wolski, director: Gore Verbinski","{'genres: Action', 'genres: Fantasy', 'genres: Adventure'}",2006-06-20
The Lone Ranger,"actor: Adam Hoskins, actor: Alex Knight, actor: Argos MacCallum, actor: Armie Hammer, actor: Barry Pepper, actor: Beth Bailey, actor: Bob Rumnock, actor: Brad Greenquist, actor: Briana Van Schuyver, actor: Bryant Prince, actor: Chad Brummett, actor: Chad Randall, actor: Charlotte Cormier, actor: Christopher Hagen, actor: Damon Carney, actor: Damon Herriman, actor: Desirae Anslover, actor: Devon J. Adams, actor: Freda Foh Shen, actor: Gil Birmingham, actor: Harry Treadaway, actor: Helena Bonham Carter, actor: JD Cullum, actor: Jack Axelrod, actor: James Badge Dale, actor: James Frain, actor: Jason E. Hill, actor: Joanne Camp, actor: Joaquín Cosio, actor: Joey Glynn, actor: Johnny Depp, actor: Julie Stracener, actor: Kevin Wiggins, actor: Laina Loucks, actor: Leon Rippy, actor: Leonard Earl Howze, actor: Lew Temple, actor: Luz P. Mendez, actor: Margaret Bowman, actor: Mason Cook, actor: Matt O'Leary, actor: Matthew Page, actor: Megan Pribyl, actor: Nick W. Nicholson, actor: Pokey Lafarge, actor: Rance Howard, actor: Randy Oglesby, actor: Robert Baker, actor: Ruth Wilson, actor: Ryan Koenig, actor: Saginaw Grant, actor: Stephen Brodie, actor: Stephen Root, actor: Steve Corona, actor: Tait Fletcher, actor: Timothy V. Murphy, actor: Tom Wilkinson, actor: Travis Hammer, actor: W. Earl Brown, actor: William Fichtner, composer: Hans Zimmer, director: Bojan Bazelli, director: Gore Verbinski","{'genres: Western', 'genres: Adventure', 'genres: Action'}",2013-07-03
Man of Steel,"actor: Alessandro Juliani, actor: Amy Adams, actor: Antje Traue, actor: Ayelet Zurer, actor: Brad Kelly, actor: Carla Gugino, actor: Christina Wren, actor: Christopher Meloni, actor: David Lewis, actor: Diane Lane, actor: Doug Abrahams, actor: Dylan Sprayberry, actor: Harry Lennix, actor: Henry Cavill, actor: Jack Foley, actor: Jacqueline Scislowski, actor: Jadin Gould, actor: Julian Richings, actor: Kevin Costner, actor: Laurence Fishburne, actor: Mackenzie Gray, actor: Mary Black, actor: Michael Kelly, actor: Michael Shannon, actor: Raj Lal, actor: Rebecca Buller, actor: Richard Cetrone, actor: Richard Schiff, actor: Robert Gerdisch, actor: Russell Crowe, actor: Samantha Jo, actor: Sean Campbell, actor: Tahmoh Penikett, composer: Hans Zimmer, director: Amir Mokri, director: Zack Snyder","{'genres: Science Fiction', 'genres: Fantasy', 'genres: Adventure', 'genres: Action'}",2013-06-12
The Chronicles of Narnia: Prince Caspian,"actor: Alicia Borrachero, actor: Anna Popplewell, actor: Ben Barnes, actor: Cornell John, actor: Damián Alcázar, actor: Eddie Izzard, actor: Georgie Henley, actor: Ken Stott, actor: Klára Issová, actor: Liam Neeson, actor: Peter Dinklage, actor: Pierfrancesco Favino, actor: Predrag Bjelac, actor: Sergio Castellitto, actor: Shane Rangi, actor: Simón Andreu, actor: Skandar Keynes, actor: Tilda Swinton, actor: Vincent Grass, actor: Warwick Davis, actor: William Moseley, cinematographer: Brad Shield, cinematographer: Milan Chadima, composer: Harry Gregson-Williams, director: Andrew Adamson, director: Frank Walsh, director: Jakub Dvorak, director: Karl Walter Lindenlaub","{'genres: Family', 'genres: Fantasy', 'genres: Adventure'}",2008-05-15
The Avengers,"actor: Alex DeCourville, actor: Alexander Christopher Jones, actor: Alexander Daniel Pimentel, actor: Alexis Denisof, actor: Alicia Sixtos, actor: Alonda Shevette, actor: Andrea Vecchio, actor: Andrea-Nichole Olivas, actor: Andrew Knode, actor: Annette Lawless, actor: Arthur Darbinyan, actor: Ashley Johnson, actor: Brent McGee, actor: Brent Reichert, actor: Caleb Daniel Noal, actor: Caleb Pieplow, actor: Carmen Dee Harris, actor: Catherine Anderson, actor: Chris Evans, actor: Chris Hemsworth, actor: Chris Vaina, actor: Christina Shaffer, actor: Clark Gregg, actor: Cobie Smulders, actor: Colin Strause, actor: Damion Poitier, actor: Debbie Scaletta, actor: Demoine Kinney, actor: Dieter Riesle, actor: Donald Li, actor: Douglas Slygh, actor: Enver Gjokaj, actor: Eric Frank, actor: Fernanda Toker, actor: Frank Powers, actor: Gene N. Chavez, actor: George Thomas, actor: Gina Sarno, actor: Gwyneth Paltrow, actor: Harry Dean Stanton, actor: Holly Neelie, actor: Israel Hall, actor: Jaime Powers, actor: James Eckhouse, actor: Jamie McShane, actor: Jason Botsford, actor: Jeff Seich, actor: Jeff Wolfe, actor: Jeffrey Feingold, actor: Jenny Agutter, actor: Jeremy Orr, actor: Jeremy Renner, actor: Jerry Lee Tucker, actor: Jerzy Skolimowski, actor: Jesse Garcia, actor: Jillian Morgese, actor: Jorge Mardel, actor: Joseph O'Brien, actor: Josh Cowdery, actor: Joti Nagra, actor: Katsumi Komatsu, actor: Kelley Robins, actor: Kelly Ruble, actor: Kenneth Tigar, actor: Kimberly J. Mahoney, actor: Kirill Nikiforov, actor: Layla Cushman, actor: Logan Bennett, actor: Lou Ferrigno, actor: M'laah Kaur Singh, actor: Maria Perossa, actor: Mark Ruffalo, actor: Martin Palmer, actor: Mary Kate Campbell, actor: Maximiliano Hernández, actor: Mayank Bhatter, actor: Michael McMillan, actor: Michael Zhang, actor: Mike Karban, actor: Momoko Komatsu, actor: Nate Paige, actor: Pat Kiernan, actor: Paul Bettany, actor: Powers Boothe, actor: Rashmi Rustagi, actor: Ricardo Andres, actor: Rick Dremann, actor: Robert B. Schneider IV, actor: Robert Clohessy, actor: Robert Dean, actor: Robert Downey Jr., actor: Robert P. Thitoff, actor: Robin Swoboda, actor: Rod Fielder, actor: Romy Rosemont, actor: Samuel L. Jackson, actor: Sandra Weston, actor: Scarlett Johansson, actor: Sean Meehan, actor: Seth Zielicke, actor: Shane Thompson, actor: Sharita Bone, actor: Stan Lee, actor: Stellan Skarsgård, actor: Tai Urban, actor: Thomas Roberts, actor: Tiffany Sander McKenzie, actor: Tina Benko, actor: Tina Grimm, actor: Todd Manes, actor: Tom Hiddleston, actor: Walter Perez, actor: Warren Kole, actor: William-Christopher Stephens, actor: Yumiko Komatsu, composer: Alan Silvestri, director: Aaron McBride, director: Alex Jaeger, director: Joss Whedon, director: Nick S. Cross, director: Richard L. Johnson, director: Seamus McGarvey, director: Stephen Morahan, director: Tom Meade","{'genres: Science Fiction', 'genres: Adventure', 'genres: Action'}",2012-04-25
Pirates of the Caribbean: On Stranger Tides,"actor: Alan J. Utley-Moore, actor: Anton Lesser, actor: Astrid Bergès-Frisbey, actor: Bronson Webb, actor: Christopher Fairbank, actor: Damian O'Hare, actor: Danny Le Boyer, actor: Deobia Oparei, actor: Derek Mears, actor: Emilia Jones, actor: Gemma Ward, actor: Geoffrey Rush, actor: Greg Ellis, actor: Ian McShane, actor: Ian Mercer, actor: Johnny Depp, actor: Judi Dench, actor: Keith Richards, actor: Kevin McNally, actor: LeJon, actor: Luke Roberts, actor: Paul Bazely, actor: Penélope Cruz, actor: Richard Griffiths, actor: Richard Thomson, actor: Robbie Kay, actor: Roger Allam, actor: Sam Claflin, actor: Sanya Hughes, actor: Sebastian Armesto, actor: Siegfried Peters, actor: Stephen Graham, actor: Steve Evets, actor: Yuki Matsuzaki, actor: Óscar Jaenada, composer: Hans Zimmer, director: Dariusz Wolski, director: Rob Marshall","{'genres: Action', 'genres: Fantasy', 'genres: Adventure'}",2011-05-14
Men in Black 3,"actor: Alice Eve, actor: Bill Hader, actor: Cayen Martin, actor: Dan Bittner, actor: David Rasche, actor: Emma Thompson, actor: Jemaine Clement, actor: Josh Brolin, actor: Kelvin Davis, actor: Keone Young, actor: Mela Hudson, actor: Michael Chernus, actor: Michael Stuhlbarg, actor: Mike Colter, actor: Nicole Scherzinger, actor: Tommy Lee Jones, actor: Will Arnett, actor: Will Smith, composer: Danny Elfman, director: Barry Sonnenfeld, director: Bill Pope, director: Maya Shimoguchi, director: W. Steven Graham, writer: Lowell Cunningham","{'genres: Science Fiction', 'genres: Action', 'genres: Comedy'}",2012-05-23
The Hobbit: The Battle of the Five Armies,"actor: Adam Brown, actor: Aidan Turner, actor: Allan Smith, actor: Benedict Cumberbatch, actor: Billy Connolly, actor: Cate Blanchett, actor: Christopher Lee, actor: Conan Stevens, actor: Dean O'Gorman, actor: Evangeline Lilly, actor: Graham McTavish, actor: Hugo Weaving, actor: Ian Holm, actor: Ian McKellen, actor: James Nesbitt, actor: Jed Brophy, actor: John Bell, actor: John Callen, actor: John Tui, actor: Kelly Kilgour, actor: Ken Stott, actor: Lee Pace, actor: Luke Evans, actor: Manu Bennett, actor: Mark Hadlow, actor: Martin Freeman, actor: Mary Nesbitt, actor: Mikael Persbrandt, actor: Miranda Harcourt, actor: Nick Blake, actor: Orlando Bloom, actor: Peggy Nesbitt, actor: Peter Hambleton, actor: Richard Armitage, actor: Ryan Gage, actor: Sarah Peirse, actor: Simon London, actor: Stephen Fry, actor: Stephen Hunter, actor: Sylvester McCoy, actor: Thomasin McKenzie, actor: William Kircher, composer: Howard Shore, director: Andrew Lesnie, director: Derrick Auyoung, director: Jade Mansueto, director: Joshua Barraud, director: Keith Lackey, director: Leon Woud, director: Michael Smale, director: Peter Jackson, director: Shaun Friedberg, director: Simon Bright, director: Tom Meade, writer: Fran Walsh, writer: Guillermo del Toro, writer: Peter Jackson, writer: Philippa Boyens","{'genres: Fantasy', 'genres: Adventure', 'genres: Action'}",2014-12-10
The Amazing Spider-Man,"actor: Alexander Bedria, actor: Amanda MacDonald, actor: Amber Stevens, actor: Amy Novondo, actor: Andrew Garfield, actor: Andy Gladbach, actor: Andy Pessoa, actor: Barbara Eve Harris, actor: C. Thomas Howell, actor: Campbell Scott, actor: Charlie DePew, actor: Chris Zylka, actor: Damien Lemon, actor: Danielle Burgio, actor: Denis Leary, actor: Embeth Davidtz, actor: Emma Stone, actor: Ethan Cohn, actor: Hannah Marks, actor: Irrfan Khan, actor: Jacob Rodier, actor: Jake Keiffer, actor: James Chen, actor: Jay Caputo, actor: Jennifer Lyons, actor: Jill Flint, actor: Jody Cosgrove-Kao, actor: John Burke, actor: Kari Coleman, actor: Keith Campbell, actor: Kelsey Asbille, actor: Kevin McCorkle, actor: Kristin Quick, actor: Leif Gantvoort, actor: Mark Daugherty, actor: Martin Sheen, actor: Maury Morgan, actor: Max Bogner, actor: Max Charles, actor: Michael Barra, actor: Michael Massee, actor: Michael Papajohn, actor: Miles Elliot, actor: Milton González, actor: Miranda LaDawn Hill, actor: Rhys Ifans, actor: Ring Hendricks-Tellefsen, actor: Sally Field, actor: Skyler Gisondo, actor: Stan Lee, actor: Steve DeCastro, actor: Terry Bozeman, actor: Tia Texada, actor: Tom Waite, actor: Ty Upshaw, actor: Vincent Laresca, actor: Zoey Deutch, composer: James Horner, director: David F. Klassen, director: Eric Hugunin, director: John Schwartzman, director: Marc Webb, director: Miguel López-Castillo, director: Paul Sonski","{'genres: Fantasy', 'genres: Adventure', 'genres: Action'}",2012-06-27
Robin Hood,"actor: Alan Doyle, actor: Arthur Darvill, actor: Bronson Webb, actor: Cate Blanchett, actor: Ciaran Flynn, actor: Danny Huston, actor: Denis Ménochet, actor: Denise Gough, actor: Douglas Hodge, actor: Eileen Atkins, actor: Gerard McSorley, actor: Giannina Facio, actor: Jake Curran, actor: Jessica Raine, actor: John Nicholas, actor: Jonathan Zaccaï, actor: Kevin Durand, actor: Luke Evans, actor: Léa Seydoux, actor: Mark Addy, actor: Mark Lewis Jones, actor: Mark Strong, actor: Matthew Macfadyen, actor: Max von Sydow, actor: Oscar Isaac, actor: Ralph Ineson, actor: Robert Pugh, actor: Roy Holder, actor: Ruby Bentall, actor: Russell Crowe, actor: Scott Grimes, actor: Simon McBurney, actor: Velibor Topic, actor: William Hurt, composer: Marc Streitenfeld, director: John Mathieson, director: Ridley Scott","{'genres: Adventure', 'genres: Action'}",2010-05-12
The Hobbit: The Desolation of Smaug,"actor: Adam Brown, actor: Aidan Turner, actor: Ben Mitchell, actor: Benedict Cumberbatch, actor: Cate Blanchett, actor: Dean O'Gorman, actor: Evangeline Lilly, actor: Graham McTavish, actor: Ian McKellen, actor: James Nesbitt, actor: Jed Brophy, actor: John Bell, actor: John Callen, actor: Ken Stott, actor: Lee Pace, actor: Luke Evans, actor: Manu Bennett, actor: Mark Hadlow, actor: Martin Freeman, actor: Mary Nesbitt, actor: Mikael Persbrandt, actor: Orlando Bloom, actor: Peggy Nesbitt, actor: Peter Hambleton, actor: Richard Armitage, actor: Sarah Peirse, actor: Stephen Colbert, actor: Stephen Fry, actor: Stephen Hunter, actor: Sylvester McCoy, actor: Terry Notary, actor: William Kircher, composer: Howard Shore, director: Andrew Lesnie, director: Carolynne Cunningham, director: Peter Jackson, director: Simon Bright","{'genres: Fantasy', 'genres: Adventure'}",2013-12-11
The Golden Compass,"actor: Ben Walker, actor: Brian Nickels, actor: Charlie Rowe, actor: Christopher Lee, actor: Clare Higgins, actor: Dakota Blue Richards, actor: Daniel Craig, actor: Derek Jacobi, actor: Eva Green, actor: Freddie Highmore, actor: Hattie Morahan, actor: Helen Soraya, actor: Ian McKellen, actor: Ian McShane, actor: Jack Shepherd, actor: Jason Watkins, actor: Jim Carter, actor: Kathy Bates, actor: Kristin Scott Thomas, actor: Magda Szubanski, actor: Mark Mottram, actor: Michael Antoniou, actor: Nicole Kidman, actor: Sam Elliott, actor: Sam Hoare, actor: Simon McBurney, actor: Steven Loton, actor: Thomas Arnold, actor: Tom Courtenay, composer: Alexandre Desplat, director: Chris Weitz, director: Henry Braham","{'genres: Fantasy', 'genres: Adventure'}",2007-12-04
King Kong,"actor: Adrien Brody, actor: Andy Serkis, actor: Chic Littlewood, actor: Colin Hanks, actor: Craig Hall, actor: Crawford Thomson, actor: David Dennis, actor: David Pittu, actor: Evan Parke, actor: Frank Edwards, actor: Geraldine Brophy, actor: Jack Black, actor: Jamie Bell, actor: Jed Brophy, actor: Jim Knobeloch, actor: Joe Folau, actor: John Sumner, actor: John Wraight, actor: Kyle Chandler, actor: Lee Donahue, actor: Lobo Chan, actor: Mark Hadlow, actor: Naomi Watts, actor: Pip Mushin, actor: Ric Herbert, actor: Richard Kavanagh, actor: Samuel Taylor, actor: Stephen Hall, actor: Thomas Kretschmann, actor: Tiriel Mora, actor: Tom Hobbs, actor: William Johnson, actor: William Wallace, composer: David Long, composer: James Newton Howard, composer: Mel Wesson, director: Andrew Lesnie, director: Dan Hennah, director: Peter Jackson","{'genres: Action', 'genres: Adventure', 'genres: Drama'}",2005-12-14
Titanic,"actor: Aaron James Cash, actor: Alexandra Boyd, actor: Alexandrea Owens, actor: Amy Gaipa, actor: Anatoly M. Sagalevitch, actor: Anders Falk, actor: Andie Hicks, actor: Anne Fletcher, actor: Barry Dennen, actor: Bernard Fox, actor: Bernard Hill, actor: Bill Paxton, actor: Billy Zane, actor: Bjørn Olsen, actor: Bobbie Bates, actor: Brendan Connolly, actor: Bret Aaron Knower, actor: Brian Baines, actor: Brian Walsh, actor: Bruno Campolo, actor: Camilla Overbye Roos, actor: Charlotte Chatton, actor: Chris Byrne, actor: Chris Cragnotti, actor: Craig Kelly, actor: Dan Pettersson, actor: Danny Nucci, actor: David Cronnelly, actor: David Warner, actor: Derek Lea, actor: Diana Morgan, actor: Don Lynch, actor: Edmond Alan Forsyth, actor: Edward Fletcher, actor: Ellie Bensinger, actor: Elsa Raven, actor: Emmett James, actor: Eric Braeden, actor: Erik Holland, actor: Ewan Stewart, actor: Fannie Brett, actor: Frances Fisher, actor: Francisco Váldez, actor: Garth Wilton, actor: Geoffrey C. Kosty, actor: George Kosty III, actor: George Kosty Jr., actor: Gloria Stuart, actor: Greg Ellis, actor: Gregory Charles Kosty, actor: Gregory Cooke, actor: Griffin Howell, actor: Ioan Gruffudd, actor: James Cameron, actor: James Garrett, actor: James Lancaster, actor: Jari Kinnunen, actor: Jason Barry, actor: Jenette Goldstein, actor: John Leonhardt, actor: John Slade, actor: John Walcutt, actor: Johnny Martin, actor: Jonathan Evans-Jones, actor: Jonathan Hyde, actor: Jonny Phillips, actor: Judy Prestininzi, actor: Julene Renee, actor: Julian Oros, actor: Kate Winslet, actor: Kathleen S. Dunn, actor: Kathy Bates, actor: Kevin De La Noy, actor: Kevin Owers, actor: Kevyn Currie, actor: Kris Andersson, actor: Laramie Landis, actor: Leonardo DiCaprio, actor: Lew Palter, actor: Lewis Abernathy, actor: Liam Tuohy, actor: Linda Kerns, actor: Lisa Ratzin, actor: Lucie Zolcerova, actor: Mandana Marino, actor: Marc Cass, actor: Mark Capri, actor: Mark Lindsay Chapman, actor: Mark Rafael Truitt, actor: Martin East, actor: Martin Hub, actor: Martin Jarvis, actor: Meghan McLeod, actor: Michael Ensign, actor: Miguel A. Lomelin, actor: Mike Butters, actor: Mike O'Neal, actor: Nicholas Cascone, actor: Nick Meaney, actor: Oliver Page, actor: Olivia Rosewood, actor: Paul Brightwell, actor: Paul Herbert, actor: Phil Parlapiano, actor: R. Gern Trowbridge, actor: Rebecca Klingler, actor: Reece P. Thompson III, actor: Richard Ashton, actor: Richard Fox, actor: Richard Graham, actor: Rochelle Rose, actor: Rocky Taylor, actor: Romeo Francis, actor: Ron Donachie, actor: Rosalind Ayres, actor: Ryan McClurkin, actor: Scott G. Anderson, actor: Scott Hislop, actor: Sean Howse, actor: Sean Lawlor, actor: Sean Nepita, actor: Seth Adkins, actor: Shay Duffin, actor: Simon Crane, actor: Stan Mazin, actor: Stephen Wolfe Smith, actor: Steven Quale, actor: Suzy Amis, actor: Terry Forrestal, actor: Thomas Fiss, actor: Tony Kenny, actor: Tricia O'Neil, actor: Van Ling, actor: Vern Urich, actor: Victor Garber, composer: James Horner, director: James Cameron, director: Russell Carpenter","{'genres: Thriller', 'genres: Romance', 'genres: Drama'}",1997-11-18
Captain America: Civil War,"actor: Aaron Hayes, actor: Aaron Toney, actor: Al Cerullo, actor: Alfre Woodard, actor: Amelia Morck, actor: Amiri Jones, actor: Andrew Botchwey, actor: Ann Russo, actor: Anthony Mackie, actor: Ashwin Mudaliar, actor: Austin Hooper, actor: Austin Sanders, actor: Be Satrazemis, actor: Beniamino Brogi, actor: Blair Jasin, actor: Brent McGee, actor: Brett Gentile, actor: Brian Schaeffer, actor: Caden Wilkinson, actor: Cale Schultz, actor: Cameron Sardone, actor: Chadwick Boseman, actor: Chase Bradfield, actor: Chris Evans, actor: Cornell John, actor: D'Mahrei McRae, actor: Damion Poitier, actor: Daniel Brühl, actor: Daniel Parada, actor: Darryl Sampson, actor: David Brown, actor: David de Vries, actor: Don Cheadle, actor: Eli Ollinger, actor: Elizabeth Olsen, actor: Emily VanCamp, actor: Ernest Charles, actor: Ethan Condon, actor: Evan Ffrench, actor: Florence Kasumba, actor: Frank Grillo, actor: Frédéric North, actor: Gene Farber, actor: Guy Fernandez, actor: Heidi Moneymaker, actor: Hendricks Coates, actor: Henry Amadi, actor: Hope Davis, actor: Jackson Spidell, actor: Jacob Ludwick, actor: Jacob Sung, actor: Jariah Ferguson, actor: Jeremy Renner, actor: Jessica Walther-Gabory, actor: Jim Rash, actor: Joe Russo, actor: John Curran, actor: John Kani, actor: John Slattery, actor: Jonah Ruffin, actor: Joshua Peck, actor: Julian Grimes, actor: Julianna Guill, actor: Justin Freeman, actor: Katie Amess, actor: Kerry Condon, actor: Kevin LaRosa Jr., actor: Kim Scar, actor: Laughton Parchment, actor: Marisa Tomei, actor: Martin Freeman, actor: Matthew Anderson, actor: Michael A. Cook, actor: Michael Anthony Rogers, actor: Miles Selles, actor: Myles Joseph, actor: Nathaniel Ellis, actor: Oli Bigalke, actor: Parker Pape, actor: Paul Bettany, actor: Paul Rudd, actor: Rafael Banasik, actor: Ralphael Grand'Pierre, actor: Ray Sahetapy, actor: Robert Downey Jr., actor: Scarlett Johansson, actor: Sebastian Stan, actor: Shen Dynes, actor: Silvina Buchbauer, actor: Sophia Russo, actor: Stan Lee, actor: Stanley Sellers, actor: Stephen Lewis, actor: Surely Alvelo, actor: Sven Hönig, actor: Tom Holland, actor: Ugochukwu Ani, actor: Umar Khan, actor: William Hurt, actor: Yi Long, cinematographer: James Whitaker, cinematographer: Patrick Loungway, composer: Henry Jackman, director: Andres Cubillan, director: Anthony Russo, director: Greg Berry, director: Jim Wallis, director: Joe Russo, director: Matthew Gatlin, director: Michael Fissneider, director: Trent Opaloch","{'genres: Action', 'genres: Science Fiction', 'genres: Adventure'}",2016-04-27
Battleship,"actor: Adam Godley, actor: Alexander Skarsgård, actor: Austin Naulty, actor: Bill Stinchcomb, actor: Biunca Love, actor: Brooklyn Decker, actor: Carson Aune, actor: Dane Justman, actor: Dante Jimenez, actor: Daven Arce, actor: David Jensen, actor: Doug Penty, actor: Drew Rausch, actor: Dustin J. Reno, actor: Gary Grubbs, actor: Gregory D. Gadson, actor: Hamish Linklater, actor: Jackie Johnson, actor: James Rawlings, actor: Jerry Ferrara, actor: Jesse Plemons, actor: John A Weaver, actor: John Tui, actor: Joji Yoshida, actor: Jordan Kirkwood, actor: Josh Pence, actor: Kerry Cahill, actor: Kyle Russell Clements, actor: Leni Ito, actor: Liam Neeson, actor: Lloyd Pitts, actor: Louis Lombardi, actor: Michelle Arthur, actor: Natalia Castellanos, actor: Norman Vincent McLafferty, actor: Peter Berg, actor: Peter MacNicol, actor: Ralph Richardson, actor: Rami Malek, actor: Rick Hoffman, actor: Rico McClinton, actor: Rihanna, actor: Stephen Bishop, actor: Tadanobu Asano, actor: Taylor Kitsch, actor: Yutaka Takeuchi, composer: Steve Jablonsky, director: Aaron McBride, director: Peter Berg, director: Tobias A. Schliessler","{'genres: Thriller', 'genres: Science Fiction', 'genres: Adventure', 'genres: Action'}",2012-04-11
Jurassic World,"actor: Andy Buckley, actor: Anna Talakkottur, actor: BD Wong, actor: Brian Tee, actor: Bryce Dallas Howard, actor: Chad Randall, actor: Chloe Perrin, actor: Chris Pratt, actor: Colin Trevorrow, actor: Courtney J. Clark, actor: Eric Edelstein, actor: Erika Erica, actor: Irrfan Khan, actor: Jake Johnson, actor: James DuMont, actor: Jimmy Fallon, actor: Judy Greer, actor: Katie McGrath, actor: Kelly Washington, actor: Lauren Lapkus, actor: Matt Burke, actor: Matthew Cardarople, actor: Nick Robinson, actor: Omar Sy, actor: Tiffany Forest, actor: Ty Simpkins, actor: Vincent D'Onofrio, actor: Yvonne Angulo","{'genres: Thriller', 'genres: Science Fiction', 'genres: Adventure', 'genres: Action'}",2015-06-09
